organism_id	superkingdom	kingdom	phylum	class	order	family	genus	species
626929	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides clarus
626931	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides oleiciplenus
626937	Bacteria	Bacillati	Bacillota	Clostridia	Christensenellales	Christensenellaceae	Christensenella	Christensenella minuta
633699	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus johnsonii FI9785
645462	Bacteria	Bacillati	Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile CD196
649755	Bacteria	Bacillati	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalitalea	Faecalitalea cylindroides ATCC 27803
649756	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	Anaerostipes hadrus
657308	Bacteria	Bacillati	Actinomycetota	Coriobacteriia	Eggerthellales	Eggerthellaceae	Gordonibacter	Gordonibacter pamelaeae 7-10-1-b
657309	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens XB1A
657313	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	[Ruminococcus] torques L2-14
657314	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia obeum A2-162
657319	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	NA	[Eubacterium] siraeum 70/3
657322	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Faecalibacterium	Faecalibacterium prausnitzii SL3/3
658082	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	NA	Lachnospiraceae bacterium 2_1_58FAA
658086	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	NA	Lachnospiraceae bacterium 3_1_57FAA_CT1
658088	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	NA	Lachnospiraceae bacterium 9_1_43BFAA
658655	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	NA	Lachnospiraceae bacterium 1_4_56FAA
658659	Bacteria	Bacillati	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA	Erysipelotrichaceae bacterium 3_1_53
658661	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. D25
658665	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	Dorea sp. D27
665950	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	NA	Lachnospiraceae bacterium 3_1_46FAA
665953	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides eggerthii 1_2_48FAA
667015	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola salanitronis DSM 18170
671266	Bacteria	Bacillati	Actinomycetota	Coriobacteriia	Eggerthellales	Eggerthellaceae	Adlercreutzia	Adlercreutzia caecimuris
671267	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sartorii
674529	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides faecis
679189	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Hoylesella	Hoylesella timonensis CRIS 5C-B1
679190	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Hoylesella	Hoylesella buccalis ATCC 35310
679196	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gasseri 224-1
679200	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Johnsonella	Johnsonella ignava ATCC 51276
679935	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes finegoldii DSM 17242
679937	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides coprosuis DSM 18011
693979	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides helcogenes P 36-108
702446	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola vulgatus PC510
702447	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens SD CC 1b
709991	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	Odoribacter splanchnicus DSM 20712
714313	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Fructilactobacillus	Fructilactobacillus sanfranciscensis TMW 1.1304
717959	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes shahii WAL 8301
717960	Bacteria	Bacillati	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalitalea	Faecalitalea cylindroides T2-87
717961	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	NA	[Eubacterium] siraeum V10Sc8a
717962	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	Coprococcus catus GD/7
718252	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Faecalibacterium	Faecalibacterium prausnitzii L2-6
718255	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia intestinalis XB6B4
742722	Bacteria	Bacillati	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp. 4_8_47FAA
742723	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	NA	Lachnospiraceae bacterium 2_1_46FAA
742726	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella intestinihominis YIT 11860
742727	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides oleiciplenus YIT 12058
742737	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Hungatella	Hungatella hathewayi WAL-18680
742740	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	[Clostridium] symbiosum WAL-14163
742767	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas mossii DSM 22836
742817	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	Odoribacter laneus YIT 12061
742818	Bacteria	Bacillati	Actinomycetota	Coriobacteriia	Eggerthellales	Eggerthellaceae	Slackia	Slackia piriformis YIT 12062
742823	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	Sutterella wadsworthensis 2_1_59BFAA
748224	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Faecalibacterium	Faecalibacterium cf. prausnitzii KLE1255
748671	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus crispatus ST1
762966	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella	Parasutterella excrementihominis YIT 11859
762968	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	Paraprevotella clara YIT 11840
762982	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	Paraprevotella xylaniphila YIT 11841
762984	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides clarus YIT 12056
763034	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fluxus YIT 12057
861454	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	NA	Lachnospiraceae bacterium oral taxon 082 str. F0431
862515	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Hoylesella	Hoylesella marshii DSM 16973 = JCM 13450
862719	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Azospirillaceae	Azospirillum	Azospirillum lipoferum 4B
862962	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis 638R
868129	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella bivia DSM 20514
871324	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides stercorirosoris
871325	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides faecichinchillae
879305	Bacteria	Bacillati	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus prevotii ACS-065-V-Col13
879566	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	Acetatifactor muris
880074	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella viscericola DSM 18177
886882	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus polymyxa SC2
887901	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas catoniae ATCC 51270
888743	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella multiformis DSM 16608
908612	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp. HGB5
910311	Bacteria	Bacillati	Actinomycetota	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	Eggerthella sp. HGA1
927665	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides goldsteinii DSM 19448 = WAL 12034
936574	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Shuttleworthella	Shuttleworthella sp. MSX8B
936595	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum sp. OBRC5-5
940190	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Melissococcus	Melissococcus plutonius ATCC 35311
944557	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella denticola CRIS 18C-A
947835	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus rodentium
997873	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides caccae CL03T12C61
997874	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus CL02T12C19
997876	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola dorei CL02T12C06
997877	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola dorei CL03T12C01
997881	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis CL05T12C13
997883	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis CL07T12C05
997884	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides nordii CL02T12C05
997887	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides salyersiae CL02T12C01
997888	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides finegoldii CL09T03C10
997891	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola vulgatus CL09T03C04
997892	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens CL03T12C04
997894	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster bolteae 90A9
999406	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	[Clostridium] clostridioforme 90A6
999408	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	[Clostridium] clostridioforme 90A8
999413	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	[Clostridium] innocuum 2959
999418	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides goldsteinii CL02T12C30
999419	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides johnsonii CL02T12C29
999420	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides merdae CL03T12C32
1002367	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Leyella	Leyella stercorea DSM 18206
1033731	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes timonensis JC136
1040964	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus ruminis SPM0211
1042156	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sp. SY8519
1069534	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus ruminis ATCC 27782
1073351	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides stercoris CC31F
1078087	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. HGS0025
1078089	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. HPS0048
1120996	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerosporobacter	Anaerosporobacter mobilis DSM 15930
1121021	Bacteria	Bacillati	Actinomycetota	Coriobacteriia	Eggerthellales	Eggerthellaceae	Adlercreutzia	Adlercreutzia equolifaciens subsp. celatus DSM 18785
1121097	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides graminisolvens DSM 19988 = JCM 15093
1121098	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223
1121100	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides pyogenes DSM 20611 = JCM 6294
1121323	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum lactatifermentans DSM 14214
1121865	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus columbae DSM 7374 = ATCC 51263
1121950	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Hespellia	Hespellia stercorisuis DSM 15480
1122146	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus ceti DSM 22408
1122155	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Lactonifactor	Lactonifactor longoviformis DSM 17459
1127692	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga sp. oral taxon 332 str. F0381
1133569	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus vini DSM 20605
1150298	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter	Fusicatenibacter saccharivorans
1197717	Bacteria	Thermotogati	Synergistota	Synergistia	Synergistales	Synergistaceae	Cloacibacillus	Cloacibacillus porcorum
1203554	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	Sutterella wadsworthensis HGA0223
1203606	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Butyricicoccaceae	Butyricicoccus	Butyricicoccus pullicaecorum 1.2
1203610	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides gordonii MS-1 = DSM 23371
1211777	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Rhizobium mesoamericanum STM3625
1226333	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus helveticus CIRM-BIA 104
1235785	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron dnLKV9
1235786	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola vulgatus dnLKV7
1235787	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis dnLKV2
1235789	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides goldsteinii dnLKV18
1235790	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	Eubacterium sp. 14-2
1235792	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	NA	Lachnospiraceae bacterium M18-1
1235793	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	NA	Lachnospiraceae bacterium MD335
1235794	Bacteria	Bacillati	Actinomycetota	Coriobacteriia	Eggerthellales	Eggerthellaceae	Adlercreutzia	Adlercreutzia caecimuris B7
1235796	Bacteria	Bacillati	Bacillota	NA	NA	NA	NA	Firmicutes bacterium M10-2
1235797	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Oscillibacter	Oscillibacter sp. 1-3
1235799	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	NA	Lachnospiraceae bacterium MD308
1235800	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	NA	Lachnospiraceae bacterium 10-1
1235802	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	Eubacterium plexicaudatum ASF492
1235809	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides pyogenes JCM 6292
1235835	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Anaerotruncus	Anaerotruncus sp. G3(2012)
1256908	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	Eubacterium ramulus ATCC 29099
1262693	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp. CAG:268
1262740	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. CAG:462
1262741	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. CAG:530
1262744	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. CAG:633
1262750	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. CAG:754
1262752	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. CAG:875
1262753	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. CAG:927
1262781	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sp. CAG:226
1262816	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sp. CAG:510
1262873	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	Dorea sp. CAG:317
1262882	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	Eubacterium sp. CAG:180
1262884	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	Eubacterium sp. CAG:202
1262894	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	Eubacterium sp. CAG:841
1262909	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	Odoribacter sp. CAG:788
1262913	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. CAG:409
1262917	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. CAG:1031
1262919	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. CAG:1092
1262923	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. CAG:255
1262925	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. CAG:386
1262930	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. CAG:5226
1262936	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. CAG:873
1262976	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	Sutterella sp. CAG:397
1262977	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	Sutterella sp. CAG:521
1262986	Bacteria	Pseudomonadati	Pseudomonadota	NA	NA	NA	NA	Proteobacteria bacterium CAG:139
1262988	Bacteria	Bacillati	Bacillota	NA	NA	NA	NA	Firmicutes bacterium CAG:95
1263004	Bacteria	Bacillati	Bacillota	NA	NA	NA	NA	Firmicutes bacterium CAG:137
1263027	Bacteria	Bacillati	Bacillota	NA	NA	NA	NA	Firmicutes bacterium CAG:534
1263052	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola plebeius CAG:211
1263065	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	[Clostridium] clostridioforme CAG:132
1284775	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. S7-1-8
1287488	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. S7 MS 2
1297617	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	NA	Intestinimonas	Intestinimonas butyriciproducens
1297750	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides luti
1321819	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides pyogenes F0041
1339280	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis str. 2-F-2 #4
1339315	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis str. 3988T(B)14
1339316	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis str. 3998T(B)3
1339327	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis str. S36L11
1339341	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis str. 3776 Po2 i
1339349	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis str. 3978 T3 ii
1339350	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola vulgatus str. 3775 SL(B) 10 (iv)
1339352	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola vulgatus str. 3975 RP4
1340495	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus reuteri I5007
1349822	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Coprobacter	Coprobacter fastidiosus NSB1 = JCM 33896
1378168	Bacteria	Bacillati	Bacillota	NA	NA	NA	NA	Firmicutes bacterium ASF500
1379858	Bacteria	Pseudomonadati	Deferribacterota	Deferribacteres	Deferribacterales	Mucispirillaceae	Mucispirillum	Mucispirillum schaedleri ASF457
1400053	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	Bacteroidales bacterium CF
