organism_id	superkingdom	kingdom	phylum	class	order	family	genus	species
1401068	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella bivia DNF00320
1401073	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella melaninogenica DNF00666
1423718	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus agilis DSM 20509
1423724	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus apodemi DSM 16634 = JCM 16172
1423740	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus equi DSM 15833 = JCM 10991
1423754	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus hamsteri DSM 5661 = JCM 6256
1423755	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus hayakitensis DSM 18933 = JCM 14209
1423758	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus hominis DSM 23910 = CRBIP 24.179
1423772	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus murinus DSM 20452 = NBRC 14221
1423777	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus oeni DSM 19972
1432052	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Eisenbergiella	Eisenbergiella tayi
1433126	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Mucinivorans	Mucinivorans hirudinis
1445607	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides reticulotermitis JCM 10512
1469948	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Kineothrix	Kineothrix alysoides
1497954	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	Bacteroidales bacterium KA00344
1520826	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	NA	Lachnospiraceae bacterium XBB2008
1520828	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	NA	Lachnospiraceae bacterium YSD2013
1547597	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Sanguibacteroides	Sanguibacteroides justesenii
1550024	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruthenibacterium	Ruthenibacterium lactatiformans
1562970	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Fermentimonas	Fermentimonas caenicola
1574265	Bacteria	Pseudomonadati	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia sp. KLE1798
1633200	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	Bacteroidales bacterium Barb4
1642646	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Petrimonas	Petrimonas mucosa
1650663	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Allofournierella	Allofournierella massiliensis
1679444	Bacteria	Pseudomonadati	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia glycaniphila
1712675	Bacteria	Bacillati	Bacillota	Erysipelotrichia	Erysipelotrichales	Turicibacteraceae	Turicibacter	Turicibacter sp. H121
1720294	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Eisenbergiella	Eisenbergiella massiliensis
1739298	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. HMSC067B03
1739487	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. HMSC077E09
1739517	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. HMSC073E02
1780376	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp. CHKCI003
1780377	Bacteria	Bacillati	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	NA	Coriobacteriaceae bacterium CHKCI002
1780380	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	NA	Eubacteriaceae bacterium CHKCI004
1780381	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	NA	Eubacteriaceae bacterium CHKCI005
1796613	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides caecimuris
1796616	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia pseudococcoides
1796622	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Extibacter	Extibacter muris
1796628	Bacteria	Bacillati	Bacillota	Erysipelotrichia	Erysipelotrichales	Coprobacillaceae	Longibaculum	Longibaculum muris
1796646	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	Muribaculum intestinale
1812858	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerosacchariphilus	Anaerosacchariphilus polymeriproducens
1834198	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	NA	Hungateiclostridiaceae bacterium KB18
1852802	Bacteria	Pseudomonadati	Bacteroidota	NA	NA	NA	NA	Bacteroidetes bacterium ADurb.Bin057
1852808	Bacteria	Pseudomonadati	Bacteroidota	NA	NA	NA	NA	Bacteroidetes bacterium ADurb.Bin174
1896203	Bacteria	Pseudomonadati	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter	Fibrobacter sp. UWB12
1896969	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp. 56_sp_Nov_56_25
1896970	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp. 58_9_plus
1896973	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. 41_26
1896974	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. 43_108
1896999	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	Dorea sp. 42_8
1897010	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	Odoribacter sp. 43_10
1897040	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	Bacteroidales bacterium 52_46
1898203	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	NA	Lachnospiraceae bacterium
1898207	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	NA	NA	Clostridiales bacterium
1913460	Bacteria	Bacillati	Candidatus Melainabacteria	NA	NA	NA	NA	Candidatus Melainabacteria bacterium LEY3_CP_29_8
1965537	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Flavonifractor	Flavonifractor sp. An10
1965545	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	Tyzzerella sp. An114
1965546	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp. An116
1965562	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium sp. An14
1965570	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Acutalibacteraceae	Anaeromassilibacillus	Anaeromassilibacillus sp. An172
1965576	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Pseudoflavonifractor	Pseudoflavonifractor sp. An184
1965583	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium sp. An196
1965590	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella sp. An22
1965603	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia sp. An249
1965604	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Acutalibacteraceae	Anaeromassilibacillus	Anaeromassilibacillus sp. An250
1965619	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. An277
1965628	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	Eubacterium sp. An3
1965631	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp. An31A
1965632	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. An322
1965634	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Flavonifractor	Flavonifractor sp. An4
1965636	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia sp. An46
1965645	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp. An54
1965647	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Drancourtella	Drancourtella sp. An57
1965650	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp. An66
1965665	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Flavonifractor	Flavonifractor sp. An91
1981025	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	Sutterella sp.
1985873	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Sulfuricellaceae	Sulfuriferula	Sulfuriferula sp. AH1
2022527	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. 885
2024223	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. P3-122
2026794	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sutterellaceae	NA	Sutterellaceae bacterium
2030927	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	Bacteroidales bacterium
2033406	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. MGM2
2044587	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Schaedlerella	Schaedlerella arabinosiphila
2049046	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA	Porphyromonadaceae bacterium
2078569	Bacteria	Bacillati	Actinomycetota	Coriobacteriia	Eggerthellales	Eggerthellaceae	Gordonibacter	Gordonibacter sp. 28C
2086273	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Subdoligranulum	Subdoligranulum sp. APC924/74
2093856	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	Butyricimonas faecalis
2094150	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	Duncaniella muris
2109911	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Candidatus Amulumruptor	Candidatus Amulumruptor caecigallinarius
2126740	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium fessum
2162637	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. PHL 2737
2211183	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	NA	Evtepia	Evtepia gabavorous
2290935	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides acidifaciens
2292001	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. AM10-21B
2292002	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. AM16-24
2292052	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. AF48-14
2292053	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. AM08-6
2292191	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Anaerotruncus	Anaerotruncus sp. AF02-27
2292193	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. AF26-7BH
2292194	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. AF27-33
2292206	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sp. AF27-2AA
2292240	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. AF14-59
2292241	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. AF17-28
2292242	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. AF18-52
2292244	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Pseudoflavonifractor	Pseudoflavonifractor sp. AF19-9AC
2292272	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	NA	Lachnospiraceae bacterium OM04-12BH
2292281	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. OF04-15BH
2292293	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Butyricicoccaceae	Butyricicoccus	Butyricicoccus sp. AM27-36
2292362	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. AM58-2XD
2292363	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. TM07-1AC
2292367	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia sp. OF03-24
2292910	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp. AF14-19
2292953	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. AM44-19
2292956	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. CF01-10NS
2292957	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. OF03-11BH
2292958	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia sp. AF14-40
2292972	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia sp. AM28-10
2293030	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sp. AM34-9AC
2293113	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. AF17-3
2293126	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia sp. AF02-12
2293143	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia sp. OM04-15AA
2293174	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	Ruminococcus sp. AF31-8BH
2302926	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. AM56-10ce
2302978	Bacteria	Bacillati	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA	Erysipelotrichaceae bacterium AM07-35-1
2316025	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter butyricigenes
2320081	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Acutalibacteraceae	Acutalibacter	Acutalibacter sp. 1XD8-33
2320086	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. CH2-D42-20
2320088	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia sp. 1XD42-69
2320098	Bacteria	NA	NA	NA	NA	NA	NA	bacterium D16-59
2320099	Bacteria	NA	NA	NA	NA	NA	NA	bacterium 0.1xD8-71
2320100	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Parablautia	Parablautia intestinalis
2320102	Bacteria	NA	NA	NA	NA	NA	NA	bacterium 1XD42-8
2320103	Bacteria	NA	NA	NA	NA	NA	NA	bacterium 1XD21-70
2320104	Bacteria	NA	NA	NA	NA	NA	NA	bacterium D16-54
2320107	Bacteria	NA	NA	NA	NA	NA	NA	bacterium 1xD42-67
2320109	Bacteria	NA	NA	NA	NA	NA	NA	bacterium C-53
2320110	Bacteria	NA	NA	NA	NA	NA	NA	bacterium 1XD42-54
2320113	Bacteria	NA	NA	NA	NA	NA	NA	bacterium 1xD42-87
2320115	Bacteria	NA	NA	NA	NA	NA	NA	bacterium 1XD8-76
2320116	Bacteria	NA	NA	NA	NA	NA	NA	bacterium 1xD8-6
2320122	Bacteria	NA	NA	NA	NA	NA	NA	bacterium J10(2018)
2321404	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Anaerotruncus	Anaerotruncus massiliensis (ex Liu et al. 2021)
2364880	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Butyrivibrio	Butyrivibrio sp. XB500-5
2447885	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides faecalis
2485925	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	NA	Oscillospiraceae bacterium
2486460	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	Muribaculaceae bacterium Isolate-036 (Harlan)
2486468	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	Muribaculaceae bacterium Isolate-080 (Janvier)
2486470	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	Muribaculaceae bacterium Isolate-102 (HZI)
2486471	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	Muribaculaceae bacterium Isolate-104 (HZI)
2486473	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	Muribaculaceae bacterium Isolate-110 (HZI)
2486475	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	Muribaculaceae bacterium Isolate-114 (HZI)
2489214	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	Muribaculaceae bacterium Isolate-001 (NCI)
2491044	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	NA	NA	Clostridiales bacterium COT073_COT-073
2494234	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	Sutterella megalosphaeroides
2516960	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides muris (ex Afrizal et al. 2022)
2518971	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	Duncaniella dubosii
2530390	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	Muribaculum gordoncarteri
2585118	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes communis
3083063	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	NA	Candidatus Colimorpha	Candidatus Colimorpha enterica
